id,strava_activity_id,activity_name,distance,elapsed_time,moving_time,date,elevation_gain,average_heartrate,max_heartrate,final_time,final_distance,event_name,has_polyline,polyline_length,source,year,month,day_of_week,hour,pace_min_per_km,distance_km,time_minutes,is_parkrun,distance_category
3150,4011995275,Striders Lane Cove 10K ,9983.8,2321,2321,2020-09-05 07:00:11+00:00,115.0,174.2,182.0,2321,9983.8,,1,838.0,oauth,2020,9,5,7,3.874610201860347,9.983799999999999,38.68333333333333,False,5-10km
3151,3979765434,Richmond Harriers Virtual 5k round 2 ,5033.3,1118,1106,2020-08-29 10:51:58+00:00,6.7,178.8,185.0,1106,5033.3,,1,374.0,oauth,2020,8,5,10,3.6622759091119805,5.0333000000000006,18.433333333333334,False,5-10km
4355,3947655726,St George Athletics X Country ,3945.1,849,845,2020-08-22 14:32:49+00:00,6.0,170.6,179.0,845,3945.1,,1,402.0,oauth,2020,8,5,14,3.569829239647495,3.9451,14.083333333333334,False,<5km
817,3914431316,Afternoon Run - Cross Country 4k - 18:30,4021.3,921,913,2020-08-15 14:35:26+00:00,2.5,171.8,177.0,913,4021.3,,1,372.0,oauth,2020,8,5,14,3.7840167773273983,4.0213,15.216666666666667,False,<5km
4356,3914397075,St George Athletics X Country ,3992.2,861,859,2020-08-15 14:32:16+00:00,5.7,171.0,187.0,859,3992.2,,1,406.0,oauth,2020,8,5,14,3.5861596780388423,3.9922,14.316666666666666,False,<5km
4358,3846095112,St George Athletics X Country,3957.6,871,866,2020-08-01 14:30:29+00:00,5.9,173.4,180.0,866,3957.6,,1,407.0,oauth,2020,8,5,14,3.6469914426251604,3.9576,14.433333333333334,False,<5km
943,3845362732,Westies Joggers 10km,9883.9,2746,2746,2020-08-01 07:14:48+00:00,107.5,163.3,176.0,2746,9883.9,,1,1008.0,oauth,2020,8,5,7,4.630425911499173,9.883899999999999,45.766666666666666,False,5-10km
3152,3845108918,Sydney Striders 10k race at North Head ,10067.7,2250,2250,2020-08-01 07:01:24+00:00,76.2,172.0,185.0,2250,10067.7,,1,825.0,oauth,2020,8,5,7,3.724783217616735,10.0677,37.5,False,10-15km
944,3813507239,2020 Bankstown Winter Distance ,5032.4,1300,1300,2020-07-26 15:32:44+00:00,69.0,151.1,177.0,1300,5032.4,,1,492.0,oauth,2020,7,6,15,4.3054341202342155,5.0324,21.666666666666668,False,5-10km
4359,3777531358,The Santos International Invitational (RunNSW Virtual 10),10042.4,2196,2193,2020-07-18 07:40:31+00:00,18.3,167.4,176.0,2193,10042.4,,1,1028.0,oauth,2020,7,5,7,3.6395682307018244,10.042399999999999,36.55,False,10-15km
4360,3452214118,Virtual 10k TT,10016.9,2232,2228,2020-05-15 07:04:27+00:00,35.3,133.8,154.0,2228,10016.9,,1,832.0,oauth,2020,5,4,7,3.707068387758022,10.0169,37.13333333333333,False,10-15km
4361,3377337173,Woodstock Runners Virtual 3k TT,3006.0,595,595,2020-05-01 08:18:14+00:00,102.2,166.7,181.0,595,3006.0,,1,432.0,oauth,2020,5,4,8,3.2989576402750056,3.006,9.916666666666666,False,<5km
4362,3353390006,Woodstock Runners Anzac Day club challenge: 1 hr of distance and max elevation from home ,13039.3,3610,3603,2020-04-26 07:57:02+00:00,452.8,134.0,151.0,3603,13039.3,,1,773.0,oauth,2020,4,6,7,4.605308567177686,13.039299999999999,60.05,False,10-15km
4363,3313673014,AFL Boundary Line Virtual 5K TT,5047.3,1047,1047,2020-04-18 07:21:03+00:00,47.2,160.3,170.0,1047,5047.3,,1,670.0,oauth,2020,4,5,7,3.4572939987716205,5.0473,17.45,False,5-10km
3153,3170515049,MUAC 5000,4898.2,1069,1069,2020-03-10 19:27:41+00:00,186.4,180.6,191.0,1069,4898.2,,1,604.0,oauth,2020,3,1,19,3.6373906060729793,4.8982,17.816666666666666,False,<5km
4364,3103016261,BBBRun,9974.0,2208,2203,2020-02-16 07:21:37+00:00,86.5,171.9,181.0,2203,9974.0,,1,886.0,oauth,2020,2,6,7,3.681237885168104,9.974,36.71666666666667,False,5-10km
3154,3095674210,Tiger5 - hot night 🥵,5052.2,1071,1071,2020-02-13 19:30:33+00:00,92.4,179.0,189.0,1071,5052.2,,1,642.0,oauth,2020,2,3,19,3.533114286845335,5.0522,17.85,False,5-10km
4396,3086101503,San Marcos Half-Marathon,21181.7,6615,6609,2020-02-09 07:33:53+00:00,161.2,155.6,173.0,6609,21181.7,San Marcos Half marathon,1,978.0,oauth,2020,2,6,7,5.200243606509393,21.1817,110.15,False,21-42km
3155,3081021002,AV 1500m at Aberfeldie,1501.0,286,286,2020-02-08 14:53:21+00:00,14.7,167.6,178.0,286,1501.0,,1,183.0,oauth,2020,2,5,14,3.175660670664002,1.501,4.766666666666667,False,<5km
3156,3060809254,2k time trial,2034.8,417,417,2020-02-01 16:22:16+00:00,13.0,172.2,186.0,417,2034.8,,1,258.0,oauth,2020,2,5,16,3.4155690977000193,2.0348,6.95,False,<5km
3157,3056121659,Box Hill Classic 3000m,3008.9,620,616,2020-01-30 22:24:27+00:00,38.4,172.6,191.0,616,3008.9,,1,396.0,oauth,2020,1,3,22,3.4120996598978586,3.0089,10.266666666666667,False,<5km
4365,3055827470,The Magic Mile! ,1646.2,318,314,2020-01-30 19:02:47+00:00,31.1,173.4,182.0,314,1646.2,,1,228.0,oauth,2020,1,3,19,3.179038593933503,1.6462,5.233333333333333,False,<5km
4366,3023159594,SMC Half Marathon training ,21167.4,5070,5067,2020-01-19 07:01:01+00:00,83.9,160.8,177.0,5067,21167.4,,1,1149.0,oauth,2020,1,6,7,3.98962555627994,21.1674,84.45,False,21-42km
4367,3002927450,Man vs Light Rail.  Man won 💪,5507.4,1223,1223,2020-01-12 07:37:59+00:00,54.7,163.3,179.0,1223,5507.4,,1,476.0,oauth,2020,1,6,7,3.7010809698466307,5.5074,20.383333333333333,False,5-10km
3158,3000127026,200m @ Meadowglen 30.55,200.0,30,30,2020-01-11 15:36:17+00:00,0.0,,,30,200.0,,0,,oauth,2020,1,5,15,2.5,0.2,0.5,False,<5km
3159,3000068564,800m @ Meadowglen International Athletics Stadium,800.0,142,142,2020-01-11 14:00:16+00:00,0.0,,,142,800.0,,0,,oauth,2020,1,5,14,2.958333333333333,0.8,2.3666666666666667,False,<5km
3162,2945964518,AV Shield 5000m,5050.8,1089,1089,2019-12-21 14:59:11+00:00,44.6,175.5,186.0,1089,5050.8,,1,645.0,oauth,2019,12,5,14,3.593490140175813,5.050800000000001,18.15,False,5-10km
3163,2929726986,AV Shield Mile,1638.1,315,315,2019-12-13 19:51:37+00:00,10.3,164.1,181.0,315,1638.1,,1,207.0,oauth,2019,12,4,19,3.2049325438007448,1.6381,5.25,False,<5km
3164,2910184060,Zatopek Aberfeldie 10K - Heat 2 - 36:53,10049.8,2212,2212,2019-12-04 19:20:25+00:00,92.6,178.5,191.0,2212,10049.8,,1,1250.0,oauth,2019,12,2,19,3.6683980444055275,10.0498,36.86666666666667,False,10-15km
3165,2863936663,AV 5000m champs,5060.1,1081,1081,2019-11-14 20:48:15+00:00,49.6,177.5,188.0,1081,5060.1,,1,666.0,oauth,2019,11,3,20,3.5605356942879913,5.0601,18.016666666666666,False,5-10km
4369,2812841354,3k TT,2997.1,603,601,2019-10-24 19:03:21+00:00,57.9,173.1,184.0,601,2997.1,,1,415.0,oauth,2019,10,3,19,3.342119604506579,2.9971,10.016666666666667,False,<5km
945,2784019950,Melbourne marathon,42618.0,14197,14193,2019-10-13 07:01:28+00:00,390.1,163.3,187.0,14193,42618.0,,1,1247.0,oauth,2019,10,6,7,5.550471631704913,42.618,236.55,False,>42km
4370,2759198109,Magic Mile! Where was the magic?,1653.9,322,317,2019-10-03 19:02:50+00:00,30.3,175.2,184.0,317,1653.9,,1,228.0,oauth,2019,10,3,19,3.194469637422657,1.6539000000000001,5.283333333333333,False,<5km
825,2744833461,Morning Run - 22:16,5093.6,1989,1341,2019-09-28 07:48:54+00:00,39.7,174.8,180.0,1341,5093.6,,1,551.0,oauth,2019,9,5,7,4.3878592743835405,5.0936,22.35,False,5-10km
946,2708949067,Sydney Half - old dog new trick - PB!,21340.3,6061,6031,2019-09-15 06:00:33+00:00,556.3,161.7,201.0,6031,21340.3,,1,1115.0,oauth,2019,9,6,6,4.710180581653804,21.3403,100.51666666666667,False,21-42km
4371,2709326449,Blackmore’s Sydney 1/2 marathon ,21370.7,5132,5122,2019-09-15 06:00:32+00:00,666.5,165.0,189.0,5122,21370.7,,1,1123.0,oauth,2019,9,6,6,3.994565768396293,21.3707,85.36666666666666,False,21-42km
826,2705871524,Morning Run - 22:17,5098.9,1971,1344,2019-09-14 07:50:15+00:00,44.9,153.6,175.0,1344,5098.9,,1,570.0,oauth,2019,9,5,7,4.393104395065603,5.0988999999999995,22.4,False,5-10km
3166,2688902682,AV Burnley Half Marathon,21089.7,4876,4876,2019-09-08 08:02:05+00:00,123.4,178.3,187.0,4876,21089.7,,1,1097.0,oauth,2019,9,6,8,3.853381824618969,21.0897,81.26666666666667,False,21-42km
827,2685831225,Morning Run - 22:40,5108.4,1848,1373,2019-09-07 08:01:02+00:00,44.9,172.1,176.0,1373,5108.4,,1,552.0,oauth,2019,9,5,8,4.479550022185681,5.1084,22.883333333333333,False,5-10km
828,2665698237,Morning Run - 22:59,5054.4,1978,1393,2019-08-31 07:50:59+00:00,44.9,170.7,178.0,1393,5054.4,,1,560.0,oauth,2019,8,5,7,4.593357602616862,5.054399999999999,23.216666666666665,False,5-10km
4372,2661181185,3k TT in the wet ,3027.1,626,623,2019-08-29 18:55:59+00:00,56.9,167.4,181.0,623,3027.1,,1,439.0,oauth,2019,8,3,18,3.430125642804444,3.0271,10.383333333333333,False,<5km
829,2645241170,Morning Run - 22:57,5116.2,1998,1448,2019-08-24 08:01:35+00:00,47.7,172.4,181.0,1448,5116.2,,1,553.0,oauth,2019,8,5,8,4.717042596718919,5.1162,24.133333333333333,False,5-10km
4373,2608401146,C2S costume PB😂,14185.9,4820,4803,2019-08-11 09:26:48+00:00,241.4,117.2,193.0,4803,14185.9,,1,1079.0,oauth,2019,8,6,9,5.642927131870378,14.1859,80.05,False,10-15km
949,2608187801,City2surf 2019,13956.3,3947,3947,2019-08-11 07:55:57+00:00,228.5,168.5,187.0,3947,13956.3,City2Surf,1,1049.0,oauth,2019,8,6,7,4.713522447449061,13.956299999999999,65.78333333333333,False,10-15km
830,2585177383,Morning Run - 22:36,5035.5,1024,980,2019-08-03 08:06:33+00:00,31.9,205.4,209.0,980,5035.5,,1,417.0,oauth,2019,8,5,8,3.243636845066693,5.0355,16.333333333333332,False,5-10km
4397,2568613135,Blacktown Marathon 2019,42311.3,14275,14275,2019-07-28 06:45:39+00:00,450.7,153.9,179.0,14275,42311.3,Blacktown Marathon,1,1220.0,oauth,2019,7,6,6,5.6230053594823755,42.3113,237.91666666666666,False,>42km
3167,2566105238,AV Ballarat 15K,14956.0,3485,3485,2019-07-27 14:30:08+00:00,183.3,182.5,191.0,3485,14956.0,,1,1115.0,oauth,2019,7,5,14,3.883614157082999,14.956,58.083333333333336,False,10-15km
4374,2566280995,Berry Duathlon - 3rd leg: 2.5km Run ,2440.9,526,526,2019-07-27 11:53:41+00:00,46.9,171.5,178.0,526,2440.9,,1,223.0,oauth,2019,7,5,11,3.5915714149152635,2.4409,8.766666666666667,False,<5km
4375,2566280993,Berry Duathlon - 1st leg: 5km Run ,4540.0,1009,1005,2019-07-27 11:00:01+00:00,80.0,172.1,178.0,1005,4540.0,,1,399.0,oauth,2019,7,5,11,3.6894273127753303,4.54,16.75,False,<5km
4376,2549281453,Hill Tri Duathlon: 3rd leg - 2.5km Run,2441.5,529,529,2019-07-21 10:05:40+00:00,4.9,163.4,168.0,529,2441.5,,1,113.0,oauth,2019,7,6,10,3.6111679978155506,2.4415,8.816666666666666,False,<5km
4377,2549281429,Hill Tri Duathlon: 1st leg - 5km Run ,4630.9,1059,1052,2019-07-21 09:23:39+00:00,6.6,167.8,171.0,1052,4630.9,,1,179.0,oauth,2019,7,6,9,3.786161077400362,4.6309,17.533333333333335,False,<5km
3168,2529805986,AV Albert Park 10K,10022.3,2211,2211,2019-07-14 09:00:14+00:00,83.8,180.4,189.0,2211,10022.3,,1,829.0,oauth,2019,7,6,9,3.6768007343623723,10.0223,36.85,False,10-15km
4378,2529844023,Sri Chinmoy 10km,9894.5,2159,2154,2019-07-14 08:22:24+00:00,64.1,168.6,189.0,2154,9894.5,,1,761.0,oauth,2019,7,6,8,3.6282783364495423,9.8945,35.9,False,5-10km
3169,2507665139,AV Sandown 6.2K relay,6256.9,1365,1365,2019-07-06 13:31:01+00:00,100.3,180.4,193.0,1365,6256.9,,1,405.0,oauth,2019,7,5,13,3.635985871597756,6.2569,22.75,False,5-10km
831,2507406705,Morning Run,5082.4,1329,1321,2019-07-06 08:02:51+00:00,42.3,170.5,174.0,1321,5082.4,,1,524.0,oauth,2019,7,5,8,4.33194291410882,5.0824,22.016666666666666,False,5-10km
3170,2469798860,AV Anglesea 4.6k leg,4550.0,1061,1061,2019-06-22 14:49:26+00:00,76.0,173.3,182.0,1061,4550.0,,1,496.0,oauth,2019,6,5,14,3.886446886446887,4.55,17.683333333333334,False,<5km
3171,2450693649,AV Bundoora 10K,9919.2,2319,2319,2019-06-15 14:34:48+00:00,193.4,183.1,192.0,2319,9919.2,,1,1061.0,oauth,2019,6,5,14,3.8964835873860793,9.9192,38.65,False,5-10km
3172,2413127622,AV 8K St Anne's Winery,8109.4,1916,1916,2019-06-01 13:30:15+00:00,149.1,178.7,194.0,1916,8109.4,,1,1017.0,oauth,2019,6,5,13,3.9378170189327615,8.109399999999999,31.933333333333334,False,5-10km
3173,2376121611,Richmond Harriers 5K,4922.5,1084,1084,2019-05-18 14:32:34+00:00,53.8,179.7,191.0,1084,4922.5,,1,483.0,oauth,2019,5,5,14,3.67022177078043,4.9225,18.066666666666666,False,<5km
3174,2339889247,AV 6K Jells Park relay 22:32,5901.6,1348,1348,2019-05-04 13:37:28+00:00,105.7,173.4,184.0,1348,5901.6,,1,155.0,oauth,2019,5,5,13,3.8068772310333916,5.9016,22.466666666666665,False,5-10km
832,2339525491,Morning Run,5149.3,1121,1082,2019-05-04 08:08:10+00:00,32.9,199.2,206.0,1082,5149.3,,1,81.0,oauth,2019,5,5,8,3.5020941357725,5.1493,18.033333333333335,False,5-10km
3175,2321429259,Richmond v Malvern 8K Tan,7953.3,1789,1789,2019-04-27 10:01:59+00:00,112.5,170.2,182.0,1789,7953.3,,1,127.0,oauth,2019,4,5,10,3.7489679336459916,7.9533000000000005,29.816666666666666,False,5-10km
833,2285109593,Morning Run,5056.2,1309,1309,2019-04-13 08:02:33+00:00,39.2,175.1,180.0,1309,5056.2,,1,88.0,oauth,2019,4,5,8,4.314834592513482,5.0562,21.816666666666666,False,5-10km
3178,2212324237,MUAC 5000,4949.6,1032,1032,2019-03-14 19:38:01+00:00,189.1,181.3,192.0,1032,4949.6,,1,199.0,oauth,2019,3,3,19,3.4750282851139485,4.9496,17.2,False,<5km
3179,2168160381,AV 1500m final 4:32 - fastest in 2 years,1522.1,272,272,2019-02-23 13:00:16+00:00,49.0,170.5,184.0,272,1522.1,,1,72.0,oauth,2019,2,5,13,2.9783413266758645,1.5221,4.533333333333333,False,<5km
3180,2159720415,Melb Uni mile,1611.6,304,304,2019-02-19 21:14:16+00:00,57.5,172.4,191.0,304,1611.6,,1,69.0,oauth,2019,2,1,21,3.1438735831885496,1.6116,5.066666666666666,False,<5km
3181,2129871379,Box Hill 3000m,3023.8,612,612,2019-02-07 21:44:04+00:00,29.8,179.2,191.0,612,3023.8,,1,120.0,oauth,2019,2,3,21,3.373238970831404,3.0238,10.2,False,<5km
3182,2114825503,Tiger5 🐅,5029.0,1066,1066,2019-01-31 19:29:03+00:00,94.2,172.8,195.0,1066,5029.0,,1,214.0,oauth,2019,1,3,19,3.5328428448333002,5.029,17.766666666666666,False,5-10km
3183,2088144547,Shield 400m 65.4 sec,400.0,65,65,2019-01-19 17:00:00+00:00,0.0,,,65,400.0,,0,,oauth,2019,1,5,17,2.708333333333333,0.4,1.0833333333333333,False,<5km
3184,2088083533,AV Shield 100m 14.95 - only 15 mins after the 1500m,100.0,15,15,2019-01-19 15:00:59+00:00,0.0,,,15,100.0,,0,,oauth,2019,1,5,15,2.5,0.1,0.25,False,<5km
3185,2088076989,AV Shield 1500m 4:39.5,1499.2,279,279,2019-01-19 14:43:05+00:00,26.0,171.8,187.0,279,1499.2,,1,65.0,oauth,2019,1,5,14,3.1016542155816436,1.4992,4.65,False,<5km
3186,2084448008,Milers 1500m,1522.9,282,282,2019-01-17 21:28:46+00:00,12.8,172.9,187.0,282,1522.9,,1,76.0,oauth,2019,1,3,21,3.0862170858231006,1.5229000000000001,4.7,False,<5km
3189,2026171234,Milers 800m at Box Hill - splits 71 then 66,800.0,137,137,2018-12-20 18:35:00+00:00,0.0,,,137,800.0,,0,,oauth,2018,12,3,18,2.8541666666666665,0.8,2.283333333333333,False,<5km
950,2502413064,Honolulu marathon,42433.4,14580,14577,2018-12-09 05:02:23+00:00,138.8,156.3,180.0,14577,42433.4,,1,1193.0,oauth,2018,12,6,5,5.7254426937271115,42.4334,242.95,False,>42km
3190,1990709702,Whitehorse 1500m,1500.0,279,279,2018-11-29 20:35:16+00:00,0.0,,,279,1500.0,,0,,oauth,2018,11,3,20,3.1,1.5,4.65,False,<5km
3191,1965605120,AV 5000m Vic Champs,5012.7,1072,1072,2018-11-15 18:59:27+00:00,175.0,174.1,184.0,1072,5012.7,,1,215.0,oauth,2018,11,3,18,3.5642800619759147,5.0127,17.866666666666667,False,5-10km
3192,1929314191,AV Shield 5000m,4987.1,1108,1108,2018-10-27 15:24:56+00:00,95.8,176.6,189.0,1108,4987.1,,1,214.0,oauth,2018,10,5,15,3.702886781228903,4.987100000000001,18.466666666666665,False,<5km
3193,1915289025,AV Shield 1500 - a long way to go with the speed work ,1502.7,288,288,2018-10-20 13:15:03+00:00,29.1,172.9,186.0,288,1502.7,,1,61.0,oauth,2018,10,5,13,3.1942503493711314,1.5027000000000001,4.8,False,<5km
3194,1902896245,Melb Marathon 10K,10081.6,2233,2226,2018-10-14 07:30:02+00:00,176.5,178.2,188.0,2226,10081.6,,1,150.0,oauth,2018,10,6,7,3.679971433105856,10.0816,37.1,False,10-15km
951,2611636314,Blackmores HM 2018,21277.5,6214,6208,2018-09-16 06:01:31+00:00,534.9,166.2,186.0,6208,21277.5,,1,1105.0,oauth,2018,9,6,6,4.862726667449967,21.2775,103.46666666666667,False,21-42km
3195,1841787975,AV Tan Relay,3797.4,799,799,2018-09-15 09:37:15+00:00,33.7,164.3,180.0,799,3797.4,,1,60.0,oauth,2018,9,5,9,3.5067853443584207,3.7974,13.316666666666666,False,<5km
3196,1812934905,AV Burnley Half Marathon - PB (by 80 seconds 😯),21091.8,4625,4625,2018-09-02 08:02:21+00:00,119.7,175.4,197.0,4625,21091.8,,1,378.0,oauth,2018,9,6,8,3.6546588405604705,21.0918,77.08333333333333,False,21-42km
952,2611589044,city2surf 2018,13999.3,4100,4100,2018-08-12 07:56:06+00:00,213.7,175.6,189.0,4100,13999.3,City2Surf,1,1041.0,oauth,2018,8,6,7,4.88119644077442,13.9993,68.33333333333333,False,10-15km
953,2611591373,Bay Run 2018,6847.1,1882,1882,2018-08-05 08:00:06+00:00,58.4,169.7,211.0,1882,6847.1,,1,592.0,oauth,2018,8,6,8,4.581014833530497,6.8471,31.366666666666667,False,5-10km
3198,1748139835,AV Ballarat 15K,14929.3,3368,3368,2018-08-04 14:30:17+00:00,175.1,170.8,182.0,3368,14929.3,,1,208.0,oauth,2018,8,5,14,3.759944092042717,14.9293,56.13333333333333,False,10-15km
3199,1718752464,AV Albert Park 10K - fastest 10K in 2 years,10000.0,2140,2140,2018-07-22 09:00:00+00:00,0.0,,,2140,10000.0,,0,,oauth,2018,7,6,9,3.5666666666666664,10.0,35.666666666666664,False,5-10km
3200,1685606096,AV Sandown 3.1K relay,3135.8,629,629,2018-07-07 12:57:38+00:00,50.5,164.5,181.0,629,3135.8,,1,42.0,oauth,2018,7,5,12,3.3431128685928093,3.1358,10.483333333333333,False,<5km
954,2611634344,Cooks River 10km 2018,10035.8,2772,2772,2018-06-24 09:10:06+00:00,37.6,170.0,183.0,2772,10035.8,,1,944.0,oauth,2018,6,6,9,4.603519400546046,10.0358,46.2,False,10-15km
3202,1641142777,AV Bundoora 10K 37:10 - PB (for this course),9796.0,2230,2230,2018-06-16 14:36:11+00:00,178.2,176.8,186.0,2230,9796.0,,1,264.0,oauth,2018,6,5,14,3.7940656050088473,9.796,37.166666666666664,False,5-10km
3203,1596148818,AV Cruden Farm 12K,11716.5,2768,2768,2018-05-26 14:04:31+00:00,196.8,180.2,187.0,2768,11716.5,,1,340.0,oauth,2018,5,5,14,3.937467104795232,11.7165,46.13333333333333,False,10-15km
955,2611638108,smh HM 2018,21122.3,6512,6464,2018-05-20 06:50:18+00:00,663.6,171.3,194.0,6464,21122.3,,1,1130.0,oauth,2018,5,6,6,5.100454653770344,21.1223,107.73333333333333,False,21-42km
3204,1580998205,Richmond Harriers Runners World 5K 17:17,4878.9,1037,1037,2018-05-19 14:35:59+00:00,51.2,171.6,188.0,1037,4878.9,,1,113.0,oauth,2018,5,5,14,3.5424651731606174,4.8789,17.283333333333335,False,<5km
3205,1550081297,AV 8K St Anne’s Winery,7919.9,1844,1844,2018-05-05 13:20:30+00:00,180.9,180.9,189.0,1844,7919.9,,1,212.0,oauth,2018,5,5,13,3.8805203769407868,7.919899999999999,30.733333333333334,False,5-10km
3206,1521264943,AV Jells Park 6K relay,5908.5,1301,1296,2018-04-21 13:10:15+00:00,93.6,183.6,194.0,1296,5908.5,,1,161.0,oauth,2018,4,5,13,3.655750190403656,5.9085,21.6,False,5-10km
3207,1493434344,Richmond vs Malvern 8K,7996.0,1764,1764,2018-04-07 10:03:20+00:00,77.1,180.6,189.0,1764,7996.0,,1,120.0,oauth,2018,4,5,10,3.6768384192096044,7.996,29.4,False,5-10km
849,1480630465,Easter Fast 5km training - Session 40 - #Fast5k,5025.0,1331,1331,2018-03-31 09:41:23+00:00,30.6,171.0,200.0,1331,5025.0,,1,108.0,oauth,2018,3,5,9,4.414593698175787,5.025,22.183333333333334,False,5-10km
3208,1458221754,Run for the Kids,14575.6,3343,3338,2018-03-18 08:03:09+00:00,338.2,180.7,191.0,3338,14575.6,,1,177.0,oauth,2018,3,6,8,3.816881180420246,14.5756,55.63333333333333,False,10-15km
3209,1428109990,MUAC 5000,5000.0,1038,1038,2018-02-27 20:08:36+00:00,0.0,,,1038,5000.0,,0,,oauth,2018,2,1,20,3.46,5.0,17.3,False,<5km
3210,1394067626,Melb Uni Mile 4:55.1,1600.0,295,295,2018-02-06 21:43:00+00:00,0.0,,,295,1600.0,,0,,oauth,2018,2,1,21,3.0729166666666665,1.6,4.916666666666667,False,<5km
3211,1375293721,Rosebud Aus Day 10K - 92% humidity 💦,9886.1,2297,2297,2018-01-26 08:31:02+00:00,66.7,184.3,194.0,2297,9886.1,,1,78.0,oauth,2018,1,4,8,3.872440429829086,9.8861,38.28333333333333,False,5-10km
855,1323411764,Update: A 22:03 - that’s a PB. The Fast 5km - well quicker - back to good times but no 21 mins.,5083.9,1386,1347,2017-12-23 07:01:32+00:00,28.1,170.1,179.0,1347,5083.9,,1,120.0,oauth,2017,12,5,7,4.415901178229312,5.0839,22.45,False,5-10km
3212,1319233361,Milers 800m 2:16 - first 800 since last season,814.4,136,136,2017-12-19 18:47:21+00:00,24.8,,,136,814.4,,1,40.0,oauth,2017,12,1,18,2.783235101506221,0.8144,2.2666666666666666,False,<5km
3213,1311197517,Zatopek Aberfeldie 10K division 2 - 3rd place,10104.0,2235,2235,2017-12-12 19:22:30+00:00,129.2,,,2235,10104.0,,1,394.0,oauth,2017,12,1,19,3.6866587490102933,10.104,37.25,False,10-15km
3214,1286890022,AV 5000m Vic Champs,5000.0,1086,1086,2017-11-23 19:09:37+00:00,0.0,,,1086,5000.0,,0,,oauth,2017,11,3,19,3.62,5.0,18.1,False,<5km
3215,1271311803,Marysville 10k - feeling sick + taking a wrong turn = not my day!,11230.2,3027,3007,2017-11-12 10:00:03+00:00,365.3,,,3007,11230.2,,1,195.0,oauth,2017,11,6,10,4.462669112452732,11.2302,50.11666666666667,False,10-15km
3216,1230377983,Melb Marathon 10K,9927.7,2223,2223,2017-10-15 07:30:08+00:00,167.1,,,2223,9927.7,,1,157.0,oauth,2017,10,6,7,3.73198223153399,9.927700000000002,37.05,False,5-10km
956,2502417767,Milsons Point Railway Station - The Rocks,42762.9,14368,14368,2017-09-17 07:07:36+00:00,762.6,162.7,188.0,14368,42762.9,,1,1229.0,oauth,2017,9,6,7,5.599869668957593,42.7629,239.46666666666667,False,>42km
3217,1185688275,AV Princes Park 3.2K relay,3116.3,650,650,2017-09-16 09:22:49+00:00,21.2,,,650,3116.3,,1,59.0,oauth,2017,9,5,9,3.4763448106194312,3.1163000000000003,10.833333333333334,False,<5km
3218,1176412636,AV Burnley Half Marathon,21142.8,4873,4873,2017-09-10 08:00:46+00:00,121.3,,,4873,21142.8,,1,376.0,oauth,2017,9,6,8,3.8413392108266966,21.142799999999998,81.21666666666667,False,21-42km
957,2502418047,City2surf 2017,13970.3,3820,3820,2017-08-13 07:55:59+00:00,220.1,175.5,193.0,3820,13970.3,City2Surf,1,1055.0,oauth,2017,8,6,7,4.557287006482801,13.9703,63.666666666666664,False,10-15km
958,2502418097,Drummoyne - Rodd Point,6796.0,1788,1788,2017-08-06 08:01:01+00:00,60.5,166.5,185.0,1788,6796.0,,1,578.0,oauth,2017,8,6,8,4.3849323131253675,6.796,29.8,False,5-10km
3220,1117719475,Richmond/Collingwood 8K,8021.8,1947,1947,2017-08-05 14:02:35+00:00,116.3,,,1947,8021.8,,1,139.0,oauth,2017,8,5,14,4.0452267570869385,8.0218,32.45,False,5-10km
3221,1106390233,AV Ballarat 15K - windy!,14879.7,3542,3542,2017-07-29 14:30:05+00:00,230.4,,,3542,14879.7,,1,193.0,oauth,2017,7,5,14,3.967373894186934,14.879700000000001,59.03333333333333,False,10-15km
959,2502418383,Sri Chinmoy Dolls Point half,21136.6,6169,6169,2017-07-16 08:02:28+00:00,145.2,165.4,188.0,6169,21136.6,,1,1073.0,oauth,2017,7,6,8,4.86439004696435,21.136599999999998,102.81666666666666,False,21-42km
3222,1061715843,Richmond Harriers - Runners World 5K race,4946.5,1123,1123,2017-07-01 14:35:20+00:00,52.5,,,1123,4946.5,,1,112.0,oauth,2017,7,5,14,3.7838202095757936,4.9465,18.716666666666665,False,<5km
3223,1040209586,AV Bundoora 10K,10072.4,2485,2485,2017-06-17 14:34:48+00:00,177.5,,,2485,10072.4,,1,256.0,oauth,2017,6,5,14,4.111896535747852,10.0724,41.416666666666664,False,10-15km
3224,1018369437,Richmond 8K handicap,7976.7,1842,1842,2017-06-03 14:25:43+00:00,64.6,,,1842,7976.7,,1,174.0,oauth,2017,6,5,14,3.848709366028558,7.9767,30.7,False,5-10km
960,2502419076,Saint Mary’s Cathedral - Pyrmont,21744.0,6493,6493,2017-05-21 06:46:22+00:00,657.7,169.5,192.0,6493,21744.0,,1,1119.0,oauth,2017,5,6,6,4.976851851851852,21.744,108.21666666666667,False,21-42km
3225,983515444,AV XC Wandin 8K,8229.0,2024,2024,2017-05-13 13:20:05+00:00,169.4,,,2024,8229.0,,1,208.0,oauth,2017,5,5,13,4.099323530603152,8.229,33.733333333333334,False,5-10km
3226,952308242,AV Jells Park 6K relay,6002.8,1384,1381,2017-04-22 12:29:43+00:00,56.5,,,1381,6002.8,,1,170.0,oauth,2017,4,5,12,3.834321760955998,6.002800000000001,23.016666666666666,False,5-10km
